___November_2012_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
 128  50   75.00    9.00        0.6769
 129  50   77.00    9.00        0.9063
 130  50   79.00    9.00        1.0226
 131  50   81.00    9.00        0.9906
 132  50   83.00    9.00        0.8508
 133  50   85.00    9.00        0.6997
 134  50   87.00    9.00        0.6980
 135  50   89.00    9.00        0.6919
 136  50   91.00    9.00        0.7286
 137  50   93.00    9.00        0.7865
 138  50   95.00    9.00        0.8308
 139  50   97.00    9.00        1.3113
 140  50   99.00    9.00        1.4391
 141  50  101.00    9.00        1.0831
 142  50  103.00    9.00        0.7327
 143  50  105.00    9.00        0.7680
 144  50  107.00    9.00        1.2720
 145  50  109.00    9.00        0.6950
 146  50  111.00    9.00        0.6449
 147  50  113.00    9.00        0.5325
 148  50  115.00    9.00        0.4086
 149  50  117.00    9.00        0.3057
 150  50  119.00    9.00        0.3628
 151  50  121.00    9.00        0.5442
 152  50  123.00    9.00        0.5934
 153  50  125.00    9.00        0.8678
 154  50  127.00    9.00        0.5744
 155  50  129.00    9.00        0.4149
 156  50  131.00    9.00        0.3972
 157  50  133.00    9.00        0.4063
 158  50  135.00    9.00        0.4206
 159  50  137.00    9.00        0.4302
 160  50  139.00    9.00        0.4257
 161  50  141.00    9.00        0.4120
 162  50  143.00    9.00        0.4013
 163  50  145.00    9.00        0.3919
 164  50  147.00    9.00        0.3804
 165  50  149.00    9.00        0.3756
 166  50  151.00    9.00        0.7068
 167  50  153.00    9.00        0.6575
 168  50  155.00    9.00        0.3972
 169  50  157.00    9.00        0.3696
 170  50  159.00    9.00        0.3410
 171  50  161.00    9.00        0.3064
 172  50  163.00    9.00        0.2859
 173  50  165.00    9.00        0.2933
 174  50  167.00    9.00        0.5607
 175  50  169.00    9.00        0.4253
 176  50  171.00    9.00        0.2776
 177  50  173.00    9.00        0.2575
 178  50  175.00    9.00        0.2414
 179  50  177.00    9.00        0.2253
 180  50  179.00    9.00        0.2091
   1  51 -179.00   11.00        0.1685
   2  51 -177.00   11.00        0.1307
   3  51 -175.00   11.00        0.0972
   4  51 -173.00   11.00        0.0693
   5  51 -171.00   11.00        0.0381
   6  51 -169.00   11.00        0.0109
   7  51 -167.00   11.00       -0.0023
   8  51 -165.00   11.00       -0.0066
   9  51 -163.00   11.00       -0.0124
  10  51 -161.00   11.00       -0.0366
  11  51 -159.00   11.00       -0.0526
  12  51 -157.00   11.00       -0.0614
  13  51 -155.00   11.00       -0.0704
  14  51 -153.00   11.00       -0.0607
  15  51 -151.00   11.00       -0.0208
  16  51 -149.00   11.00        0.0445
  17  51 -147.00   11.00        0.1176
  18  51 -145.00   11.00        0.1733
  19  51 -143.00   11.00        0.2036
  20  51 -141.00   11.00        0.2252
  21  51 -139.00   11.00        0.2597
  22  51 -137.00   11.00        0.3147
  23  51 -135.00   11.00        0.3848
  24  51 -133.00   11.00        0.4521
  25  51 -131.00   11.00        0.5024
  26  51 -129.00   11.00        0.5382
  27  51 -127.00   11.00        0.5653
  28  51 -125.00   11.00        0.5676
  29  51 -123.00   11.00        0.5300
  30  51 -121.00   11.00        0.4834
  31  51 -119.00   11.00        0.4462
  32  51 -117.00   11.00        0.4199
  33  51 -115.00   11.00        0.4010
  34  51 -113.00   11.00        0.3848
  35  51 -111.00   11.00        0.3695
  36  51 -109.00   11.00        0.3672
  37  51 -107.00   11.00        0.4032
  38  51 -105.00   11.00        0.4603
  39  51 -103.00   11.00        0.5117
  40  51 -101.00   11.00        0.5593
  41  51  -99.00   11.00        0.6151
  42  51  -97.00   11.00        0.6454
  43  51  -95.00   11.00        0.6086
  44  51  -93.00   11.00        0.5053
  45  51  -91.00   11.00        0.3625
  46  51  -89.00   11.00        0.2152
  47  51  -87.00   11.00        0.1717
  48  51  -85.00   11.00        0.3351
  49  51  -83.00   11.00        0.3947
  50  51  -81.00   11.00        0.4025
  51  51  -79.00   11.00        0.4151
  52  51  -77.00   11.00        0.5482
  53  51  -75.00   11.00        0.9162
  54  51  -73.00   11.00        0.9292
  55  51  -71.00   11.00        0.9611
  56  51  -69.00   11.00        1.0152
  57  51  -67.00   11.00        1.0009
  58  51  -65.00   11.00        0.9893
  59  51  -63.00   11.00        1.0630
  60  51  -61.00   11.00        1.0440
  61  51  -59.00   11.00        0.8595
  62  51  -57.00   11.00        0.7775
  63  51  -55.00   11.00        0.7447
  64  51  -53.00   11.00        0.7214
  65  51  -51.00   11.00        0.7250
  66  51  -49.00   11.00        0.7388
  67  51  -47.00   11.00        0.7286
  68  51  -45.00   11.00        0.7063
  69  51  -43.00   11.00        0.6976
  70  51  -41.00   11.00        0.7055
  71  51  -39.00   11.00        0.7011
  72  51  -37.00   11.00        0.6771
  73  51  -35.00   11.00        0.6379
  74  51  -33.00   11.00        0.6189
  75  51  -31.00   11.00        0.6337
  76  51  -29.00   11.00        0.6835
  77  51  -27.00   11.00        0.7443
  78  51  -25.00   11.00        0.7853
  79  51  -23.00   11.00        0.7923
  80  51  -21.00   11.00        0.7785
  81  51  -19.00   11.00        0.7653
  82  51  -17.00   11.00        0.9814
  83  51  -15.00   11.00        0.9700
  84  51  -13.00   11.00        1.4339
  85  51  -11.00   11.00        1.5418
  86  51   -9.00   11.00        1.4868
  87  51   -7.00   11.00        1.4457
  88  51   -5.00   11.00        1.4308
  89  51   -3.00   11.00        1.4694
  90  51   -1.00   11.00        1.5460
  91  51    1.00   11.00        1.6363
  92  51    3.00   11.00        1.7263
  93  51    5.00   11.00        1.8090
  94  51    7.00   11.00        1.8924
  95  51    9.00   11.00        1.9625
  96  51   11.00   11.00        2.0302
  97  51   13.00   11.00        2.0869
  98  51   15.00   11.00        2.0877
  99  51   17.00   11.00        2.0804
 100  51   19.00   11.00        2.1330
 101  51   21.00   11.00        2.1765
 102  51   23.00   11.00        1.9957
 103  51   25.00   11.00        1.7189
 104  51   27.00   11.00        1.4994
 105  51   29.00   11.00        1.3599
 106  51   31.00   11.00        1.2450
 107  51   33.00   11.00        1.1369
 108  51   35.00   11.00        1.0850
 109  51   37.00   11.00        1.0664
 110  51   39.00   11.00        1.0545
 111  51   41.00   11.00        1.0722
 112  51   43.00   11.00        1.1274
 113  51   45.00   11.00        1.3053
 114  51   47.00   11.00        1.6158
 115  51   49.00   11.00        1.7980
 116  51   51.00   11.00        0.6412
 117  51   53.00   11.00        0.6127
 118  51   55.00   11.00        0.6824
 119  51   57.00   11.00        0.6992
 120  51   59.00   11.00        0.6726
 121  51   61.00   11.00        0.6426
 122  51   63.00   11.00        0.6428
 123  51   65.00   11.00        0.6683
 124  51   67.00   11.00        0.6959
 125  51   69.00   11.00        0.7142
 126  51   71.00   11.00        0.7184
 127  51   73.00   11.00        0.8366
 128  51   75.00   11.00        0.7213
 129  51   77.00   11.00        0.8732
 130  51   79.00   11.00        0.9494
 131  51   81.00   11.00        0.8014
 132  51   83.00   11.00        0.6541
 133  51   85.00   11.00        0.6788
 134  51   87.00   11.00        0.6905
 135  51   89.00   11.00        0.7014
 136  51   91.00   11.00        0.7645
 137  51   93.00   11.00        0.8445
 138  51   95.00   11.00        0.9119
 139  51   97.00   11.00        1.5278
 140  51   99.00   11.00        1.5390
 141  51  101.00   11.00        1.1794
 142  51  103.00   11.00        1.1466
 143  51  105.00   11.00        1.2533
 144  51  107.00   11.00        2.2533
 145  51  109.00   11.00        0.7381
 146  51  111.00   11.00        0.6947
 147  51  113.00   11.00        0.5910
 148  51  115.00   11.00        0.4812
 149  51  117.00   11.00        0.3884
 150  51  119.00   11.00        0.6233
 151  51  121.00   11.00        1.0846
 152  51  123.00   11.00        1.0577
 153  51  125.00   11.00        1.0274
 154  51  127.00   11.00        0.3724
 155  51  129.00   11.00        0.3693
 156  51  131.00   11.00        0.3687
 157  51  133.00   11.00        0.3714
 158  51  135.00   11.00        0.3725
 159  51  137.00   11.00        0.3654
 160  51  139.00   11.00        0.3459
 161  51  141.00   11.00        0.3156
 162  51  143.00   11.00        0.2887
 163  51  145.00   11.00        0.2802
 164  51  147.00   11.00        0.2884
 165  51  149.00   11.00        0.2991
 166  51  151.00   11.00        0.3209
 167  51  153.00   11.00        0.3473
 168  51  155.00   11.00        0.3615
 169  51  157.00   11.00        0.3559
 170  51  159.00   11.00        0.3394
 171  51  161.00   11.00        0.3120
 172  51  163.00   11.00        0.2872
 173  51  165.00   11.00        0.2897
 174  51  167.00   11.00        0.3035
 175  51  169.00   11.00        0.3123
 176  51  171.00   11.00        0.3085
 177  51  173.00   11.00        0.2970
 178  51  175.00   11.00        0.2816
 179  51  177.00   11.00        0.2562
 180  51  179.00   11.00        0.2191
   1  52 -179.00   13.00        0.1621
   2  52 -177.00   13.00        0.1148
   3  52 -175.00   13.00        0.0715
   4  52 -173.00   13.00        0.0317
   5  52 -171.00   13.00       -0.0097
   6  52 -169.00   13.00       -0.0490
   7  52 -167.00   13.00       -0.0772
   8  52 -165.00   13.00       -0.0921
   9  52 -163.00   13.00       -0.1120
  10  52 -161.00   13.00       -0.1583
  11  52 -159.00   13.00       -0.1918
  12  52 -157.00   13.00       -0.2044
  13  52 -155.00   13.00       -0.2046
  14  52 -153.00   13.00       -0.1836
  15  52 -151.00   13.00       -0.1380
  16  52 -149.00   13.00       -0.0776
  17  52 -147.00   13.00       -0.0199
  18  52 -145.00   13.00        0.0267
  19  52 -143.00   13.00        0.0789
  20  52 -141.00   13.00        0.1332
  21  52 -139.00   13.00        0.1976
  22  52 -137.00   13.00        0.2651
  23  52 -135.00   13.00        0.3254
  24  52 -133.00   13.00        0.3784
  25  52 -131.00   13.00        0.4359
  26  52 -129.00   13.00        0.5104
  27  52 -127.00   13.00        0.5844
  28  52 -125.00   13.00        0.6234
  29  52 -123.00   13.00        0.6052
  30  52 -121.00   13.00        0.5671
  31  52 -119.00   13.00        0.5400
  32  52 -117.00   13.00        0.5182
  33  52 -115.00   13.00        0.4969
  34  52 -113.00   13.00        0.4767
  35  52 -111.00   13.00        0.4576
  36  52 -109.00   13.00        0.4480
  37  52 -107.00   13.00        0.4636
  38  52 -105.00   13.00        0.4988
  39  52 -103.00   13.00        0.5305
  40  52 -101.00   13.00        0.5630
  41  52  -99.00   13.00        0.6128
  42  52  -97.00   13.00        0.6485
  43  52  -95.00   13.00        0.6280
  44  52  -93.00   13.00        0.5492
  45  52  -91.00   13.00        0.4259
  46  52  -89.00   13.00        0.2924
  47  52  -87.00   13.00        0.1340
  48  52  -85.00   13.00        0.2370
  49  52  -83.00   13.00        0.3869
  50  52  -81.00   13.00        0.4683
  51  52  -79.00   13.00        0.4968
  52  52  -77.00   13.00        0.5224
  53  52  -75.00   13.00        0.5410
  54  52  -73.00   13.00        0.5516
  55  52  -71.00   13.00        0.6640
  56  52  -69.00   13.00        0.8784
  57  52  -67.00   13.00        0.7756
  58  52  -65.00   13.00        0.6969
  59  52  -63.00   13.00        0.8754
  60  52  -61.00   13.00        1.1082
  61  52  -59.00   13.00        1.0674
  62  52  -57.00   13.00        0.7748
  63  52  -55.00   13.00        0.7620
  64  52  -53.00   13.00        0.7488
  65  52  -51.00   13.00        0.7525
  66  52  -49.00   13.00        0.7576
  67  52  -47.00   13.00        0.7479
  68  52  -45.00   13.00        0.7367
  69  52  -43.00   13.00        0.7408
  70  52  -41.00   13.00        0.7627
  71  52  -39.00   13.00        0.7865
  72  52  -37.00   13.00        0.7939
  73  52  -35.00   13.00        0.7678
  74  52  -33.00   13.00        0.7404
  75  52  -31.00   13.00        0.7415
  76  52  -29.00   13.00        0.7811
  77  52  -27.00   13.00        0.8430
  78  52  -25.00   13.00        0.8896
  79  52  -23.00   13.00        0.9005
  80  52  -21.00   13.00        0.9017
  81  52  -19.00   13.00        0.9414
  82  52  -17.00   13.00        1.6821
  83  52  -15.00   13.00        1.6957
  84  52  -13.00   13.00        1.6649
  85  52  -11.00   13.00        1.6175
  86  52   -9.00   13.00        1.5833
  87  52   -7.00   13.00        1.5630
  88  52   -5.00   13.00        1.5571
  89  52   -3.00   13.00        1.5905
  90  52   -1.00   13.00        1.6627
  91  52    1.00   13.00        1.7553
  92  52    3.00   13.00        1.8351
  93  52    5.00   13.00        1.9121
  94  52    7.00   13.00        1.9943
  95  52    9.00   13.00        2.0685
  96  52   11.00   13.00        2.1266
  97  52   13.00   13.00        2.1552
  98  52   15.00   13.00        2.1388
  99  52   17.00   13.00        2.1303
 100  52   19.00   13.00        2.1668
 101  52   21.00   13.00        2.1919
 102  52   23.00   13.00        1.9465
 103  52   25.00   13.00        1.6710
 104  52   27.00   13.00        1.4723
 105  52   29.00   13.00        1.3389
 106  52   31.00   13.00        1.2257
 107  52   33.00   13.00        1.1281
 108  52   35.00   13.00        1.0680
 109  52   37.00   13.00        1.0367
 110  52   39.00   13.00        1.0016
 111  52   41.00   13.00        0.9930
 112  52   43.00   13.00        0.7804
 113  52   45.00   13.00        0.6699
 114  52   47.00   13.00        0.6811
 115  52   49.00   13.00        0.6703
 116  52   51.00   13.00        0.6682
 117  52   53.00   13.00        0.6892
 118  52   55.00   13.00        0.7257
 119  52   57.00   13.00        0.7155
 120  52   59.00   13.00        0.6674
 121  52   61.00   13.00        0.6257
 122  52   63.00   13.00        0.6277
 123  52   65.00   13.00        0.6654
 124  52   67.00   13.00        0.7082
 125  52   69.00   13.00        0.7372
 126  52   71.00   13.00        0.7421
 127  52   73.00   13.00        0.7134
 128  52   75.00   13.00        0.7904
 129  52   77.00   13.00        0.8299
 130  52   79.00   13.00        0.8515
 131  52   81.00   13.00        0.7273
 132  52   83.00   13.00        0.6102
 133  52   85.00   13.00        0.6398
 134  52   87.00   13.00        0.6592
 135  52   89.00   13.00        0.6758
 136  52   91.00   13.00        0.7417
 137  52   93.00   13.00        0.8360
 138  52   95.00   13.00        0.9398
 139  52   97.00   13.00        1.6704
 140  52   99.00   13.00        2.1752
 141  52  101.00   13.00        2.2972
 142  52  103.00   13.00        2.3803
 143  52  105.00   13.00        2.4501
 144  52  107.00   13.00        2.5036
 145  52  109.00   13.00        0.7694
 146  52  111.00   13.00        0.7148
 147  52  113.00   13.00        0.6074
 148  52  115.00   13.00        0.5208
 149  52  117.00   13.00        0.4656
 150  52  119.00   13.00        0.7421
 151  52  121.00   13.00        1.2185
 152  52  123.00   13.00        1.1457
 153  52  125.00   13.00        1.1206
 154  52  127.00   13.00        0.3601
 155  52  129.00   13.00        0.3493
 156  52  131.00   13.00        0.3409
 157  52  133.00   13.00        0.3276
 158  52  135.00   13.00        0.3073
 159  52  137.00   13.00        0.2815
 160  52  139.00   13.00        0.2501
 161  52  141.00   13.00        0.2128
 162  52  143.00   13.00        0.1839
 163  52  145.00   13.00        0.1941
 164  52  147.00   13.00        0.2268
 165  52  149.00   13.00        0.2602
 166  52  151.00   13.00        0.2894
 167  52  153.00   13.00        0.3253
 168  52  155.00   13.00        0.3600
 169  52  157.00   13.00        0.3771
 170  52  159.00   13.00        0.3730
 171  52  161.00   13.00        0.3542
 172  52  163.00   13.00        0.3282
 173  52  165.00   13.00        0.3205
 174  52  167.00   13.00        0.3303
 175  52  169.00   13.00        0.3449
 176  52  171.00   13.00        0.3557
 177  52  173.00   13.00        0.3533
 178  52  175.00   13.00        0.3313
 179  52  177.00   13.00        0.2891
 180  52  179.00   13.00        0.2285
   1  53 -179.00   15.00        0.2128
   2  53 -177.00   15.00        0.1790
   3  53 -175.00   15.00        0.1386
   4  53 -173.00   15.00        0.0865
   5  53 -171.00   15.00        0.0290
   6  53 -169.00   15.00       -0.0250
   7  53 -167.00   15.00       -0.0700
   8  53 -165.00   15.00       -0.1078
   9  53 -163.00   15.00       -0.1522
  10  53 -161.00   15.00       -0.2238
  11  53 -159.00   15.00       -0.2703
  12  53 -157.00   15.00       -0.2863
  13  53 -155.00   15.00       -0.2790
  14  53 -153.00   15.00       -0.2577
  15  53 -151.00   15.00       -0.2294
  16  53 -149.00   15.00       -0.1995
  17  53 -147.00   15.00       -0.1714
  18  53 -145.00   15.00       -0.1343
  19  53 -143.00   15.00       -0.0696
  20  53 -141.00   15.00       -0.0073
  21  53 -139.00   15.00        0.0574
  22  53 -137.00   15.00        0.1170
  23  53 -135.00   15.00        0.1556
  24  53 -133.00   15.00        0.1908
  25  53 -131.00   15.00        0.2554
  26  53 -129.00   15.00        0.3591
  27  53 -127.00   15.00        0.4724
  28  53 -125.00   15.00        0.5651
  29  53 -123.00   15.00        0.6073
  30  53 -121.00   15.00        0.6251
  31  53 -119.00   15.00        0.6309
  32  53 -117.00   15.00        0.6198
  33  53 -115.00   15.00        0.5981
  34  53 -113.00   15.00        0.5761
  35  53 -111.00   15.00        0.5543
  36  53 -109.00   15.00        0.5318
  37  53 -107.00   15.00        0.4996
  38  53 -105.00   15.00        0.4888
  39  53 -103.00   15.00        0.4903
  40  53 -101.00   15.00        0.4960
  41  53  -99.00   15.00        0.5011
  42  53  -97.00   15.00        0.5007
  43  53  -95.00   15.00        0.4929
  44  53  -93.00   15.00        0.4595
  45  53  -91.00   15.00        0.2925
  46  53  -89.00   15.00        0.1298
  47  53  -87.00   15.00        0.0513
  48  53  -85.00   15.00        0.0179
  49  53  -83.00   15.00        0.2825
  50  53  -81.00   15.00        0.4623
  51  53  -79.00   15.00        0.4999
  52  53  -77.00   15.00        0.5443
  53  53  -75.00   15.00        0.5742
  54  53  -73.00   15.00        0.5893
  55  53  -71.00   15.00        0.6297
  56  53  -69.00   15.00        0.6903
  57  53  -67.00   15.00        0.7232
  58  53  -65.00   15.00        0.7195
  59  53  -63.00   15.00        0.7230
  60  53  -61.00   15.00        0.7527
  61  53  -59.00   15.00        0.7868
  62  53  -57.00   15.00        0.7941
  63  53  -55.00   15.00        0.7924
  64  53  -53.00   15.00        0.7845
  65  53  -51.00   15.00        0.7744
  66  53  -49.00   15.00        0.7502
  67  53  -47.00   15.00        0.7268
  68  53  -45.00   15.00        0.7173
  69  53  -43.00   15.00        0.7236
  70  53  -41.00   15.00        0.7389
  71  53  -39.00   15.00        0.7550
  72  53  -37.00   15.00        0.7699
  73  53  -35.00   15.00        0.7925
  74  53  -33.00   15.00        0.8057
  75  53  -31.00   15.00        0.8335
  76  53  -29.00   15.00        0.8720
  77  53  -27.00   15.00        0.9244
  78  53  -25.00   15.00        0.9704
  79  53  -23.00   15.00        0.9920
  80  53  -21.00   15.00        1.0054
  81  53  -19.00   15.00        1.0487
  82  53  -17.00   15.00        1.7036
  83  53  -15.00   15.00        1.7174
  84  53  -13.00   15.00        1.7099
  85  53  -11.00   15.00        1.6877
  86  53   -9.00   15.00        1.6705
  87  53   -7.00   15.00        1.6728
  88  53   -5.00   15.00        1.6910
  89  53   -3.00   15.00        1.7139
  90  53   -1.00   15.00        1.7793
  91  53    1.00   15.00        1.8671
  92  53    3.00   15.00        1.9443
  93  53    5.00   15.00        2.0343
  94  53    7.00   15.00        2.1133
  95  53    9.00   15.00        2.1688
  96  53   11.00   15.00        2.1723
  97  53   13.00   15.00        2.1339
  98  53   15.00   15.00        2.1194
  99  53   17.00   15.00        2.1116
 100  53   19.00   15.00        2.1390
 101  53   21.00   15.00        2.1450
 102  53   23.00   15.00        1.8940
 103  53   25.00   15.00        1.6279
 104  53   27.00   15.00        1.4367
 105  53   29.00   15.00        1.3105
 106  53   31.00   15.00        1.2135
 107  53   33.00   15.00        1.1363
 108  53   35.00   15.00        1.0840
 109  53   37.00   15.00        1.0385
 110  53   39.00   15.00        0.9802
 111  53   41.00   15.00        0.8480
 112  53   43.00   15.00        0.9045
 113  53   45.00   15.00        0.9808
 114  53   47.00   15.00        0.9984
 115  53   49.00   15.00        0.7714
 116  53   51.00   15.00        0.7779
 117  53   53.00   15.00        0.8234
 118  53   55.00   15.00        0.8473
 119  53   57.00   15.00        0.8119
 120  53   59.00   15.00        0.7179
 121  53   61.00   15.00        0.6354
 122  53   63.00   15.00        0.6171
 123  53   65.00   15.00        0.6555
 124  53   67.00   15.00        0.7107
 125  53   69.00   15.00        0.7527
 126  53   71.00   15.00        0.7627
 127  53   73.00   15.00        0.6215
 128  53   75.00   15.00        0.6346
 129  53   77.00   15.00        0.6579
 130  53   79.00   15.00        0.6835
 131  53   81.00   15.00        0.6290
 132  53   83.00   15.00        0.5742
 133  53   85.00   15.00        0.5947
 134  53   87.00   15.00        0.6014
 135  53   89.00   15.00        0.5953
 136  53   91.00   15.00        0.6283
 137  53   93.00   15.00        0.7143
 138  53   95.00   15.00        0.8591
 139  53   97.00   15.00        0.9810
 140  53   99.00   15.00        1.7454
 141  53  101.00   15.00        2.4849
 142  53  103.00   15.00        2.5308
 143  53  105.00   15.00        2.5574
 144  53  107.00   15.00        2.5420
 145  53  109.00   15.00        0.7156
 146  53  111.00   15.00        0.6705
 147  53  113.00   15.00        0.5810
 148  53  115.00   15.00        0.5119
 149  53  117.00   15.00        0.4818
 150  53  119.00   15.00        0.8122
 151  53  121.00   15.00        1.1296
 152  53  123.00   15.00        0.4018
 153  53  125.00   15.00        0.3894
 154  53  127.00   15.00        0.3691
 155  53  129.00   15.00        0.3397
 156  53  131.00   15.00        0.3056
 157  53  133.00   15.00        0.2647
 158  53  135.00   15.00        0.2145
 159  53  137.00   15.00        0.1619
 160  53  139.00   15.00        0.1161
 161  53  141.00   15.00        0.0812
 162  53  143.00   15.00        0.0655
 163  53  145.00   15.00        0.0951
 164  53  147.00   15.00        0.1432
 165  53  149.00   15.00        0.1938
 166  53  151.00   15.00        0.2416
 167  53  153.00   15.00        0.2919
 168  53  155.00   15.00        0.3372
 169  53  157.00   15.00        0.3663
 170  53  159.00   15.00        0.3787
 171  53  161.00   15.00        0.3747
 172  53  163.00   15.00        0.3684
 173  53  165.00   15.00        0.3664
 174  53  167.00   15.00        0.3741
 175  53  169.00   15.00        0.3873
 176  53  171.00   15.00        0.4028
 177  53  173.00   15.00        0.4074
 178  53  175.00   15.00        0.3855
 179  53  177.00   15.00        0.3339
 180  53  179.00   15.00        0.2712
   1  54 -179.00   17.00        0.2877
   2  54 -177.00   17.00        0.2802
   3  54 -175.00   17.00        0.2457
   4  54 -173.00   17.00        0.1828
   5  54 -171.00   17.00        0.1126
   6  54 -169.00   17.00        0.0523
   7  54 -167.00   17.00        0.0042
   8  54 -165.00   17.00       -0.0427
   9  54 -163.00   17.00       -0.0963
  10  54 -161.00   17.00       -0.1807
  11  54 -159.00   17.00       -0.2474
  12  54 -157.00   17.00       -0.2845
  13  54 -155.00   17.00       -0.3003
  14  54 -153.00   17.00       -0.3090
  15  54 -151.00   17.00       -0.3153
  16  54 -149.00   17.00       -0.3104
  17  54 -147.00   17.00       -0.2811
  18  54 -145.00   17.00       -0.2355
  19  54 -143.00   17.00       -0.1892
  20  54 -141.00   17.00       -0.1547
  21  54 -139.00   17.00       -0.1194
  22  54 -137.00   17.00       -0.0957
  23  54 -135.00   17.00       -0.0875
  24  54 -133.00   17.00       -0.0579
  25  54 -131.00   17.00        0.0305
  26  54 -129.00   17.00        0.1722
  27  54 -127.00   17.00        0.3406
  28  54 -125.00   17.00        0.5174
  29  54 -123.00   17.00        0.6354
  30  54 -121.00   17.00        0.7288
  31  54 -119.00   17.00        0.7868
  32  54 -117.00   17.00        0.7981
  33  54 -115.00   17.00        0.7655
  34  54 -113.00   17.00        0.7027
  35  54 -111.00   17.00        0.6243
  36  54 -109.00   17.00        0.5393
  37  54 -107.00   17.00        0.4450
  38  54 -105.00   17.00        0.3853
  39  54 -103.00   17.00        0.3685
  40  54 -101.00   17.00        0.6312
  41  54  -99.00   17.00        0.7650
  42  54  -97.00   17.00        0.7092
  43  54  -95.00   17.00        0.6311
  44  54  -93.00   17.00        0.5249
  45  54  -91.00   17.00        0.3600
  46  54  -89.00   17.00        0.1080
  47  54  -87.00   17.00        0.0261
  48  54  -85.00   17.00       -0.2244
  49  54  -83.00   17.00        0.1076
  50  54  -81.00   17.00        0.3774
  51  54  -79.00   17.00        0.4257
  52  54  -77.00   17.00        0.4878
  53  54  -75.00   17.00        0.5540
  54  54  -73.00   17.00        0.6031
  55  54  -71.00   17.00        0.4118
  56  54  -69.00   17.00        0.6592
  57  54  -67.00   17.00        0.6849
  58  54  -65.00   17.00        0.7041
  59  54  -63.00   17.00        0.7319
  60  54  -61.00   17.00        0.7582
  61  54  -59.00   17.00        0.7792
  62  54  -57.00   17.00        0.7812
  63  54  -55.00   17.00        0.7693
  64  54  -53.00   17.00        0.7339
  65  54  -51.00   17.00        0.6872
  66  54  -49.00   17.00        0.6437
  67  54  -47.00   17.00        0.6205
  68  54  -45.00   17.00        0.6154
  69  54  -43.00   17.00        0.6176
  70  54  -41.00   17.00        0.6205
  71  54  -39.00   17.00        0.6284
  72  54  -37.00   17.00        0.6438
  73  54  -35.00   17.00        0.6912
  74  54  -33.00   17.00        0.7459
  75  54  -31.00   17.00        0.8170
  76  54  -29.00   17.00        0.8870
  77  54  -27.00   17.00        0.9516
  78  54  -25.00   17.00        1.0048
  79  54  -23.00   17.00        1.0462
  80  54  -21.00   17.00        1.0921
  81  54  -19.00   17.00        1.1707
  82  54  -17.00   17.00        1.3391
  83  54  -15.00   17.00        1.6672
  84  54  -13.00   17.00        1.7219
  85  54  -11.00   17.00        1.7196
  86  54   -9.00   17.00        1.7145
  87  54   -7.00   17.00        1.7271
  88  54   -5.00   17.00        1.7670
  89  54   -3.00   17.00        1.8230
  90  54   -1.00   17.00        1.8897
  91  54    1.00   17.00        1.9866
  92  54    3.00   17.00        2.0772
  93  54    5.00   17.00        2.1579
  94  54    7.00   17.00        2.2125
  95  54    9.00   17.00        2.2188
  96  54   11.00   17.00        2.1709
  97  54   13.00   17.00        2.1112
  98  54   15.00   17.00        2.1039
  99  54   17.00   17.00        2.0860
 100  54   19.00   17.00        2.0993
 101  54   21.00   17.00        2.0711
 102  54   23.00   17.00        1.8550
 103  54   25.00   17.00        1.6145
 104  54   27.00   17.00        1.4332
 105  54   29.00   17.00        1.3136
 106  54   31.00   17.00        1.2268
 107  54   33.00   17.00        1.1615
 108  54   35.00   17.00        1.1205
 109  54   37.00   17.00        1.0676
 110  54   39.00   17.00        0.9018
 111  54   41.00   17.00        0.8760
 112  54   43.00   17.00        0.9382
 113  54   45.00   17.00        1.0143
 114  54   47.00   17.00        1.2003
 115  54   49.00   17.00        1.4653
 116  54   51.00   17.00        1.4240
 117  54   53.00   17.00        1.4689
 118  54   55.00   17.00        0.9688
 119  54   57.00   17.00        0.9437
 120  54   59.00   17.00        0.8309
 121  54   61.00   17.00        0.7102
 122  54   63.00   17.00        0.6516
 123  54   65.00   17.00        0.6655
 124  54   67.00   17.00        0.7180
 125  54   69.00   17.00        0.7694
 126  54   71.00   17.00        0.7936
 127  54   73.00   17.00        0.7592
 128  54   75.00   17.00        0.5109
 129  54   77.00   17.00        0.4615
 130  54   79.00   17.00        0.4547
 131  54   81.00   17.00        0.4431
 132  54   83.00   17.00        0.4804
 133  54   85.00   17.00        0.5548
 134  54   87.00   17.00        0.5355
 135  54   89.00   17.00        0.5060
 136  54   91.00   17.00        0.4921
 137  54   93.00   17.00        0.5295
 138  54   95.00   17.00        1.6186
 139  54   97.00   17.00        2.1224
 140  54   99.00   17.00        2.3574
 141  54  101.00   17.00        2.5178
 142  54  103.00   17.00        2.5292
 143  54  105.00   17.00        2.4963
 144  54  107.00   17.00        2.4108
 145  54  109.00   17.00        2.0480
 146  54  111.00   17.00        1.8205
 147  54  113.00   17.00        0.8559
 148  54  115.00   17.00        0.4957
 149  54  117.00   17.00        0.4512
 150  54  119.00   17.00        0.7551
 151  54  121.00   17.00        1.2458
 152  54  123.00   17.00        1.0405
 153  54  125.00   17.00        0.4542
 154  54  127.00   17.00        0.4313
 155  54  129.00   17.00        0.3669
 156  54  131.00   17.00        0.2903
 157  54  133.00   17.00        0.2179
 158  54  135.00   17.00        0.1387
 159  54  137.00   17.00        0.0577
